s,a,r,sp
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,16
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-1,15
16,0,-1,15
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,16
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-1,15
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,17
16,0,0,6
16,0,0,6
16,0,-11,16
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,16
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,16
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,17
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,17
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,17
16,0,-11,16
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-1,15
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,0,6
16,0,-11,16
16,0,0,6
16,0,-11,17
16,0,0,6
16,0,-11,16
16,0,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,0,6
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,0,6
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,0,6
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-1,15
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,16
16,1,-11,17
16,1,-11,16
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,17
16,2,-1,15
16,2,-11,16
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,0,6
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,16
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,17
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,17
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,0,6
16,2,-11,16
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,17
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,17
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,0,6
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-11,17
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,0,6
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,-1,15
16,2,0,6
16,2,-1,15
16,2,0,6
16,2,-1,15
16,2,-1,15
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,16
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-1,15
16,3,-11,16
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,16
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-1,15
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,0,6
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,17
16,3,-11,16
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,18
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,18
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,18
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,7
17,0,-1,16
17,0,0,7
17,0,0,7
17,0,0,18
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,-21,17
17,0,0,7
17,0,0,7
17,0,0,18
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,0,0,7
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,0,18
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,0,18
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,0,7
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-21,17
17,1,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,-1,16
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,7
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,0,7
17,2,-1,16
17,2,-21,17
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,-21,17
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,7
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,7
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,7
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,-1,16
17,2,0,7
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,0,18
17,2,-1,16
17,2,0,18
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-21,17
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,2,-1,16
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-21,17
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-21,17
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-1,16
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,7
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,7
17,3,0,18
17,3,-21,17
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-1,16
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-21,17
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,7
17,3,-21,17
17,3,-1,16
17,3,0,18
17,3,0,18
17,3,0,7
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-21,17
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,7
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,7
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,-21,17
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
17,3,0,18
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,19
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,-10,18
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,-11,17
18,0,0,8
18,0,0,8
18,0,0,8
18,0,-10,18
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,-11,17
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,-11,17
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
18,0,0,8
